,song,artist,peak,seasons,id,features
113,Woo Baby,Pop Smoke Featuring Chris Brown,64,{'summer'},58T4yPLn4NjBYXfRxeweyM,"{'danceability': 0.563, 'energy': 0.672, 'speechiness': 0.0765, 'instrumentalness': 0, 'tempo': 99.772, 'valence': 0.284}"
114,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,{'spring'},5E75Cr0oqxGoX0YYwdC3nZ,"{'danceability': 0.64, 'energy': 0.69, 'speechiness': 0.235, 'instrumentalness': 0, 'tempo': 89.906, 'valence': 0.59}"
115,Todo de Ti,Rauw Alejandro,32,{'summer'},4fSIb4hdOQ151TILNsSEaF,"{'danceability': 0.78, 'energy': 0.718, 'speechiness': 0.0506, 'instrumentalness': 0.000163, 'tempo': 127.949, 'valence': 0.342}"
116,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,24,{'summer'},1b8TpvCFqmJTd2xz9xE9s1,"{'danceability': 0.627, 'energy': 0.678, 'speechiness': 0.0294, 'instrumentalness': 0, 'tempo': 100.032, 'valence': 0.724}"
117,Your Heart,Joyner Lucas & J. Cole,32,{'fall'},6k8cCdrJy6WEIdsIR6qiRd,"{'danceability': 0.706, 'energy': 0.271, 'speechiness': 0.0555, 'instrumentalness': 0.661, 'tempo': 175.023, 'valence': 0.227}"
118,Summer Of Love,Shawn Mendes & Tainy,48,{'fall'},0z8hI3OPS8ADPWtoCjjLl6,"{'danceability': 0.776, 'energy': 0.808, 'speechiness': 0.117, 'instrumentalness': 0.000127, 'tempo': 123.988, 'valence': 0.494}"
119,Waves,Luke Bryan,24,{'fall'},027269uzraETHuoG6aMs6a,"{'danceability': 0.494, 'energy': 0.771, 'speechiness': 0.0626, 'instrumentalness': 0, 'tempo': 136.053, 'valence': 0.371}"
120,Life Support,YoungBoy Never Broke Again,48,{'fall'},2CMVajzxRuxsFNzYFkzjTb,"{'danceability': 0.715, 'energy': 0.625, 'speechiness': 0.152, 'instrumentalness': 0, 'tempo': 147.97, 'valence': 0.588}"
121,Bad Morning,YoungBoy Never Broke Again,28,{'fall'},14RtRKcWhxg2qPGLMR21tf,"{'danceability': 0.662, 'energy': 0.798, 'speechiness': 0.165, 'instrumentalness': 0, 'tempo': 134.999, 'valence': 0.663}"
122,Intro (Hate On Me),Meek Mill,36,{'fall'},4s7TIubkdsgdtDEDFEAYVL,"{'danceability': 0.647, 'energy': 0.823, 'speechiness': 0.0478, 'instrumentalness': 0, 'tempo': 150.995, 'valence': 0.309}"
123,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,53,{'summer'},0QULNNd9z5s35entfiiXoa,"{'danceability': 0.612, 'energy': 0.884, 'speechiness': 0.0459, 'instrumentalness': 0, 'tempo': 119.991, 'valence': 0.626}"
124,Butter,BTS,1,"{'summer', 'fall'}",6jjYDGxVJsWS0a5wlVF5vS,"{'danceability': 0.759, 'energy': 0.459, 'speechiness': 0.0948, 'instrumentalness': 0, 'tempo': 109.997, 'valence': 0.695}"
125,Hot,Meek Mill Featuring Moneybagg Yo,60,{'fall'},5qyZ6LcHvBiIHLaoED8K4g,"{'danceability': 0.773, 'energy': 0.623, 'speechiness': 0.196, 'instrumentalness': 0, 'tempo': 153.1, 'valence': 0.13}"
126,Expensive Pain,Meek Mill,66,{'fall'},7eDkIDGKVe5B5RmTiEPiXJ,"{'danceability': 0.52, 'energy': 0.552, 'speechiness': 0.489, 'instrumentalness': 0, 'tempo': 172.306, 'valence': 0.554}"
127,On My Soul,Meek Mill,69,{'fall'},1cHFHTOMDb3zHcDwumFSCw,"{'danceability': 0.571, 'energy': 0.525, 'speechiness': 0.343, 'instrumentalness': 0, 'tempo': 119.205, 'valence': 0.306}"
128,Blue Note$ II,Meek Mill Featuring Lil Uzi Vert,72,{'fall'},7Gs3otHnZDq514kFHf0nx7,"{'danceability': 0.515, 'energy': 0.431, 'speechiness': 0.257, 'instrumentalness': 0, 'tempo': 141.392, 'valence': 0.184}"
129,Outside (100 MPH),Meek Mill,76,{'fall'},67lvhLT01Fq3GEIrt5RpPn,"{'danceability': 0.598, 'energy': 0.664, 'speechiness': 0.426, 'instrumentalness': 0, 'tempo': 149.17, 'valence': 0.315}"
130,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem",78,{'fall'},5W8HXMOMLtXLz0RGKUtnlZ,"{'danceability': 0.664, 'energy': 0.692, 'speechiness': 0.127, 'instrumentalness': 0, 'tempo': 154.924, 'valence': 0.233}"
131,The Feels,TWICE,83,{'fall'},308Ir17KlNdlrbVLHWhlLe,"{'danceability': 0.808, 'energy': 0.903, 'speechiness': 0.0729, 'instrumentalness': 0, 'tempo': 120.044, 'valence': 0.922}"
132,Me (FWM),Meek Mill Featuring A$AP Ferg,89,{'fall'},4IfJuDOnqRfVVnzsDaqPeL,"{'danceability': 0.893, 'energy': 0.638, 'speechiness': 0.32, 'instrumentalness': 0, 'tempo': 79.944, 'valence': 0.584}"
133,Love Train,Meek Mill,90,{'fall'},7u5305l9KSUD6hKfpl3QSQ,"{'danceability': 0.65, 'energy': 0.597, 'speechiness': 0.313, 'instrumentalness': 0, 'tempo': 90.635, 'valence': 0.808}"
134,Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid,91,{'fall'},4HTY26kzdGCKJF1EqcRd2J,"{'danceability': 0.559, 'energy': 0.532, 'speechiness': 0.353, 'instrumentalness': 0, 'tempo': 85.843, 'valence': 0.529}"
135,Ride For You,Meek Mill Featuring Kehlani,95,{'fall'},4YFPUYwA9Jmk9xQYCbz3zb,"{'danceability': 0.462, 'energy': 0.615, 'speechiness': 0.215, 'instrumentalness': 0, 'tempo': 90.068, 'valence': 0.307}"
136,TSU,Drake,9,{'fall'},4s7QLoImIwmPi9L6dq1nVW,"{'danceability': 0.568, 'energy': 0.56, 'speechiness': 0.42, 'instrumentalness': 3.05e-06, 'tempo': 130.019, 'valence': 0.246}"
137,Love All,Drake Featuring JAY-Z,10,{'fall'},2nCKF3gkwHCamm3f0jNaJd,"{'danceability': 0.607, 'energy': 0.515, 'speechiness': 0.0299, 'instrumentalness': 0.000265, 'tempo': 97.947, 'valence': 0.283}"
138,No Where,YoungBoy Never Broke Again,40,{'fall'},2f2WskmLwsLtGkjntD8NG7,"{'danceability': 0.657, 'energy': 0.496, 'speechiness': 0.0889, 'instrumentalness': 0, 'tempo': 146.061, 'valence': 0.352}"
139,On My Side,YoungBoy Never Broke Again,37,{'fall'},2hoR8CosGo9F4dTrE056ea,"{'danceability': 0.606, 'energy': 0.671, 'speechiness': 0.352, 'instrumentalness': 0, 'tempo': 168.201, 'valence': 0.642}"
140,Things A Man Oughta Know,Lainey Wilson,32,{'fall'},5QS8PNEWbqTEZyQ6e9ZbJf,"{'danceability': 0.659, 'energy': 0.683, 'speechiness': 0.0312, 'instrumentalness': 4.93e-06, 'tempo': 139.931, 'valence': 0.397}"
141,Hold Me Down,YoungBoy Never Broke Again,53,{'fall'},2TDP5T7TSnD5oVn4Irg585,"{'danceability': 0.558, 'energy': 0.635, 'speechiness': 0.476, 'instrumentalness': 0, 'tempo': 139.575, 'valence': 0.58}"
142,50 Shots,YoungBoy Never Broke Again,59,{'fall'},22mxylGJ4gUVXc70E7BrPJ,"{'danceability': 0.772, 'energy': 0.786, 'speechiness': 0.366, 'instrumentalness': 0, 'tempo': 78.517, 'valence': 0.668}"
143,Smoke Strong,YoungBoy Never Broke Again,61,{'fall'},4ysh4U8WPIuKS8Ff1ttSaS,"{'danceability': 0.764, 'energy': 0.702, 'speechiness': 0.269, 'instrumentalness': 0, 'tempo': 85.953, 'valence': 0.873}"
144,Break Or Make Me,YoungBoy Never Broke Again,62,{'fall'},7CK0O8SL6liw5eoHCRAcJf,"{'danceability': 0.723, 'energy': 0.549, 'speechiness': 0.0641, 'instrumentalness': 0, 'tempo': 149.991, 'valence': 0.526}"
145,Sincerely,YoungBoy Never Broke Again,67,{'fall'},0UFXtWjUoj6mMOcIhuwKoM,"{'danceability': 0.586, 'energy': 0.516, 'speechiness': 0.341, 'instrumentalness': 0, 'tempo': 110.343, 'valence': 0.505}"
146,I Can't Take It Back,YoungBoy Never Broke Again,69,{'fall'},1BCHhb7Zd9mK4X602uhZi3,"{'danceability': 0.607, 'energy': 0.565, 'speechiness': 0.412, 'instrumentalness': 0, 'tempo': 107.981, 'valence': 0.373}"
147,Rumors,Lizzo Featuring Cardi B,4,{'summer'},6KgtcmCF9Ky68XC7ezxl3s,"{'danceability': 0.827, 'energy': 0.731, 'speechiness': 0.088, 'instrumentalness': 0, 'tempo': 118.992, 'valence': 0.607}"
148,Forgiato,YoungBoy Never Broke Again,80,{'fall'},6nGwQVNLVqjUOPdzqIwB7U,"{'danceability': 0.615, 'energy': 0.633, 'speechiness': 0.373, 'instrumentalness': 0, 'tempo': 174.075, 'valence': 0.509}"
149,Rich Shit,YoungBoy Never Broke Again,83,{'fall'},36Mtea491T9xLpYuaY86EU,"{'danceability': 0.882, 'energy': 0.644, 'speechiness': 0.51, 'instrumentalness': 0, 'tempo': 148.133, 'valence': 0.475}"
150,N 2 Deep,Drake Featuring Future,12,{'fall'},0loGeCS5Qa7pcVoTB9tkH2,"{'danceability': 0.0949, 'energy': 0.197, 'speechiness': 0.0432, 'instrumentalness': 0.939, 'tempo': 64.658, 'valence': 0.0791}"
151,Baddest Thing,YoungBoy Never Broke Again,92,{'fall'},0sr0YMdDTNNr4Lv4VnI3C8,"{'danceability': 0.715, 'energy': 0.676, 'speechiness': 0.1, 'instrumentalness': 0, 'tempo': 73.462, 'valence': 0.721}"
152,Pipe Down,Drake,14,{'fall'},11pEKMLmavDu8fxOB5QjbQ,"{'danceability': 0.518, 'energy': 0.69, 'speechiness': 0.107, 'instrumentalness': 0, 'tempo': 77.837, 'valence': 0.59}"
153,Papi's Home,Drake,8,{'fall'},6jy9yJfgCsMHdu2Oz4BGKX,"{'danceability': 0.701, 'energy': 0.741, 'speechiness': 0.313, 'instrumentalness': 0, 'tempo': 140.177, 'valence': 0.588}"
154,Toxic Punk,YoungBoy Never Broke Again,99,{'fall'},4JPSK2W012QBtOtO3HJl9E,"{'danceability': 0.633, 'energy': 0.534, 'speechiness': 0.229, 'instrumentalness': 0, 'tempo': 155.111, 'valence': 0.29}"
155,Moon,Kanye West,17,{'fall'},7CC6UbCs4iGsePSzFxYxNn,"{'danceability': 0.319, 'energy': 0.236, 'speechiness': 0.0318, 'instrumentalness': 1.62e-05, 'tempo': 162.351, 'valence': 0.254}"
156,Wildest Dreams (Taylor's Version),Taylor Swift,37,{'fall'},1Ov37jtRQ2YNAe8HzfczkL,"{'danceability': 0.583, 'energy': 0.67, 'speechiness': 0.0646, 'instrumentalness': 0.0001, 'tempo': 140.061, 'valence': 0.498}"
157,Arcade,Duncan Laurence,30,{'fall'},1Xi84slp6FryDSCbzq4UCD,"{'danceability': 0.45, 'energy': 0.329, 'speechiness': 0.0441, 'instrumentalness': 0.00109, 'tempo': 71.884, 'valence': 0.266}"
158,Scoop,Lil Nas X Featuring Doja Cat,42,{'fall'},1uAlyoRF6Yxxfhg0hyVlpi,"{'danceability': 0.78, 'energy': 0.544, 'speechiness': 0.114, 'instrumentalness': 0.876, 'tempo': 163.969, 'valence': 0.103}"
159,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion,47,{'fall'},7zQirOExB0VR8yWUOqYeio,"{'danceability': 0.923, 'energy': 0.533, 'speechiness': 0.262, 'instrumentalness': 0, 'tempo': 133.991, 'valence': 0.587}"
160,Lonely,DaBaby X Lil Wayne,63,{'fall'},6pmNoWKk0r6zfIjWneJRxR,"{'danceability': 0.718, 'energy': 0.628, 'speechiness': 0.373, 'instrumentalness': 0, 'tempo': 139.769, 'valence': 0.771}"
161,Dead Right Now,Lil Nas X,72,{'fall'},3grVoZ10bm2jUGpo7BxpuF,"{'danceability': 0.685, 'energy': 0.717, 'speechiness': 0.0411, 'instrumentalness': 1.87e-05, 'tempo': 127.963, 'valence': 0.549}"
162,Tales Of Dominica,Lil Nas X,86,{'fall'},5S4PZ7AuYlYiVIVik3wHUf,"{'danceability': 0.742, 'energy': 0.734, 'speechiness': 0.0407, 'instrumentalness': 0.00314, 'tempo': 114.952, 'valence': 0.541}"
163,One Of Me,Lil Nas X Featuring Elton John,88,{'fall'},3JR2RztQcOjUQGQSybxDIO,"{'danceability': 0.708, 'energy': 0.598, 'speechiness': 0.0617, 'instrumentalness': 0, 'tempo': 144.09, 'valence': 0.561}"
164,Race My Mind,Drake,18,{'fall'},2Q3jFbyE61mCjS3SkW4toJ,"{'danceability': 0.488, 'energy': 0.635, 'speechiness': 0.26, 'instrumentalness': 8.16e-06, 'tempo': 174.072, 'valence': 0.783}"
165,Lost In The Citadel,Lil Nas X,90,{'fall'},6th8IdY4lYeM0QlSQJhhkp,"{'danceability': 0.768, 'energy': 0.764, 'speechiness': 0.0295, 'instrumentalness': 1.03e-05, 'tempo': 92.965, 'valence': 0.472}"
166,Sun Goes Down,Lil Nas X,66,{'summer'},34eF4BoV8FPk0uhAAoqU7h,"{'danceability': 0.551, 'energy': 0.636, 'speechiness': 0.054, 'instrumentalness': 4.28e-06, 'tempo': 174.065, 'valence': 0.148}"
167,7am On Bridle Path,Drake,16,{'fall'},42m3eP1JJhtzffal9B136J,"{'danceability': 0.724, 'energy': 0.531, 'speechiness': 0.298, 'instrumentalness': 0, 'tempo': 89.901, 'valence': 0.141}"
168,Off The Grid,Kanye West,11,{'fall'},6LNoArVBBVZzUTUiAX2aKO,"{'danceability': 0.546, 'energy': 0.64, 'speechiness': 0.37, 'instrumentalness': 0, 'tempo': 137.728, 'valence': 0.63}"
169,In Da Getto,J Balvin & Skrillex,90,{'fall'},69tdpbprysqlLfN03t0nua,"{'danceability': 0.924, 'energy': 0.723, 'speechiness': 0.0466, 'instrumentalness': 2.61e-05, 'tempo': 126.998, 'valence': 0.643}"
170,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),14,{'summer'},1QuRuQGg20VXgYx4hFirAa,"{'danceability': 0.708, 'energy': 0.598, 'speechiness': 0.0291, 'instrumentalness': 0, 'tempo': 112.027, 'valence': 0.698}"
171,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,97,{'fall'},6isTQfKXhNO3EyJd9mSxx8,"{'danceability': 0.629, 'energy': 0.445, 'speechiness': 0.0258, 'instrumentalness': 2.92e-06, 'tempo': 94.103, 'valence': 0.209}"
172,Don't Go Yet,Camila Cabello,42,{'summer'},1058fW9H3fZA6QjYCdOBad,"{'danceability': 0.666, 'energy': 0.796, 'speechiness': 0.103, 'instrumentalness': 0, 'tempo': 110.108, 'valence': 0.61}"
173,Country Again,Thomas Rhett,42,{'fall'},3CiF9D8iuVhZWDvvjf8HpG,"{'danceability': 0.467, 'energy': 0.481, 'speechiness': 0.0255, 'instrumentalness': 0.000189, 'tempo': 147.886, 'valence': 0.248}"
174,Range Brothers,Baby Keem & Kendrick Lamar,53,{'fall'},4sJLR6DChlyVCoopFSnudx,"{'danceability': 0.502, 'energy': 0.446, 'speechiness': 0.0415, 'instrumentalness': 0.0932, 'tempo': 120.689, 'valence': 0.644}"
175,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,{'spring'},1EJIcDYXwSqipW5dFe4uJz,"{'danceability': 0.477, 'energy': 0.727, 'speechiness': 0.286, 'instrumentalness': 0, 'tempo': 150.062, 'valence': 0.227}"
176,IMY2,Drake Featuring Kid Cudi,22,{'fall'},7F9cT6hIRhnFCYP6GKS0tf,"{'danceability': 0.59, 'energy': 0.493, 'speechiness': 0.0367, 'instrumentalness': 0.00504, 'tempo': 150.026, 'valence': 0.0498}"
177,Yebba's Heartbreak,Drake & Yebba,24,{'fall'},1PDP7mLiAMwhfmgIwzhOm2,"{'danceability': 0.476, 'energy': 0.161, 'speechiness': 0.0407, 'instrumentalness': 0.0381, 'tempo': 119.614, 'valence': 0.0908}"
178,Get Along Better,Drake Featuring Ty Dolla $ign,27,{'fall'},5ScbulRnixQ2XAdvrPMFjz,"{'danceability': 0.32, 'energy': 0.466, 'speechiness': 0.0374, 'instrumentalness': 0, 'tempo': 177.693, 'valence': 0.338}"
179,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,25,{'fall'},50ceCGZ3oD3U5caQV5bP6f,"{'danceability': 0.519, 'energy': 0.851, 'speechiness': 0.29, 'instrumentalness': 0, 'tempo': 123.823, 'valence': 0.711}"
180,Lalisa,Lisa,84,{'fall'},7uQZVznj0uQOGC9KhV2Mg6,"{'danceability': 0.806, 'energy': 0.653, 'speechiness': 0.0902, 'instrumentalness': 0.000784, 'tempo': 150.058, 'valence': 0.85}"
181,Fountains,Drake Featuring Tems,26,{'fall'},0GGfGINoVYiSFXPOjg3RHj,"{'danceability': 0.821, 'energy': 0.412, 'speechiness': 0.0341, 'instrumentalness': 1.64e-05, 'tempo': 109.977, 'valence': 0.333}"
182,Single Saturday Night,Cole Swindell,26,{'summer'},1irAliF0T8sLIOPJp6n7rU,"{'danceability': 0.623, 'energy': 0.79, 'speechiness': 0.0473, 'instrumentalness': 0, 'tempo': 81.949, 'valence': 0.694}"
183,We Didn't Have Much,Justin Moore,41,{'fall'},0Iuw6WPws324i7G7sCejTX,"{'danceability': 0.469, 'energy': 0.673, 'speechiness': 0.0337, 'instrumentalness': 1.41e-05, 'tempo': 175.954, 'valence': 0.578}"
184,Jail,Kanye West,10,{'fall'},6d8HN8MqqbqrEUI2bvx0aG,"{'danceability': 0.458, 'energy': 0.571, 'speechiness': 0.0949, 'instrumentalness': 0.000305, 'tempo': 110.013, 'valence': 0.586}"
185,Fucking Fans,Drake,32,{'fall'},78e80uuqusNjQntLOtsZTh,"{'danceability': 0.599, 'energy': 0.517, 'speechiness': 0.0606, 'instrumentalness': 0.227, 'tempo': 82.622, 'valence': 0.127}"
186,The Remorse,Drake,35,{'fall'},1cCXT1cErAY6tmIqHbodrt,"{'danceability': 0.473, 'energy': 0.53, 'speechiness': 0.249, 'instrumentalness': 6.92e-06, 'tempo': 74.732, 'valence': 0.637}"
187,Ok Ok,Kanye West,12,{'fall'},5LuXsO34x6KVlL8OWsxRqk,"{'danceability': 0.738, 'energy': 0.471, 'speechiness': 0.402, 'instrumentalness': 1.28e-06, 'tempo': 107.98, 'valence': 0.283}"
188,Junya,Kanye West,16,{'fall'},1jgcODbfAL3tV7tikF6n1j,"{'danceability': 0.752, 'energy': 0.69, 'speechiness': 0.0642, 'instrumentalness': 0, 'tempo': 148.07, 'valence': 0.396}"
189,Believe What I Say,Kanye West,28,{'fall'},0JuSGEldfovcc8IS9va1wa,"{'danceability': 0.595, 'energy': 0.656, 'speechiness': 0.247, 'instrumentalness': 0, 'tempo': 99.811, 'valence': 0.416}"
190,Jonah,Kanye West,27,{'fall'},35acXjupfWHgtchiS6yAjC,"{'danceability': 0.459, 'energy': 0.431, 'speechiness': 0.256, 'instrumentalness': 0, 'tempo': 177.3, 'valence': 0.128}"
191,Jesus Lord,Kanye West,26,{'fall'},1LwdWIbfuqlOo8vlHxkyna,"{'danceability': 0.477, 'energy': 0.713, 'speechiness': 0.126, 'instrumentalness': 0.00844, 'tempo': 106.137, 'valence': 0.113}"
192,Motley Crew,Post Malone,13,{'summer'},40uMIn2zJLAQhNXghRjBed,"{'danceability': 0.797, 'energy': 0.631, 'speechiness': 0.0786, 'instrumentalness': 3.71e-06, 'tempo': 129.915, 'valence': 0.288}"
193,Remote Control,Kanye West,40,{'fall'},45N9i9QraLWD6GW7xBqxnx,"{'danceability': 0.792, 'energy': 0.548, 'speechiness': 0.082, 'instrumentalness': 7.26e-05, 'tempo': 110.105, 'valence': 0.197}"
194,God Breathed,Kanye West,30,{'fall'},5JaSg0AYyAMMLjyGGDrrCm,"{'danceability': 0.325, 'energy': 0.311, 'speechiness': 0.0442, 'instrumentalness': 6.74e-05, 'tempo': 92.744, 'valence': 0.0789}"
195,Heartbreak Anniversary,Giveon,16,{'summer'},3FAJ6O0NOHQV8Mc5Ri6ENp,"{'danceability': 0.449, 'energy': 0.465, 'speechiness': 0.0791, 'instrumentalness': 1.02e-06, 'tempo': 89.087, 'valence': 0.543}"
196,Forever After All,Luke Combs,2,{'fall'},6IBcOGPsniK3Pso1wHIhew,"{'danceability': 0.487, 'energy': 0.65, 'speechiness': 0.0253, 'instrumentalness': 0, 'tempo': 151.964, 'valence': 0.456}"
197,Heaven And Hell,Kanye West,42,{'fall'},2Y40huo5ewaKYxsFintYtF,"{'danceability': 0.764, 'energy': 0.422, 'speechiness': 0.119, 'instrumentalness': 0, 'tempo': 82.986, 'valence': 0.268}"
198,24,Kanye West,43,{'fall'},68RhNM8ehkarnEKnCkqlsp,"{'danceability': 0.386, 'energy': 0.534, 'speechiness': 0.0389, 'instrumentalness': 0, 'tempo': 110.057, 'valence': 0.343}"
199,Pure Souls,Kanye West,52,{'fall'},5aqUqSq0SqGBAqEn27PEzc,"{'danceability': 0.381, 'energy': 0.528, 'speechiness': 0.0449, 'instrumentalness': 0, 'tempo': 97.207, 'valence': 0.256}"
200,No Child Left Behind,Kanye West,53,{'fall'},3hd6zLhnTlbJ8PupYt3cAI,"{'danceability': 0.161, 'energy': 0.327, 'speechiness': 0.0341, 'instrumentalness': 0.792, 'tempo': 135.382, 'valence': 0.0815}"
201,Donda,Kanye West,58,{'fall'},4jkwu5KQbXXrbAZzVmt5fE,"{'danceability': 0.534, 'energy': 0.491, 'speechiness': 0.0545, 'instrumentalness': 0, 'tempo': 105.989, 'valence': 0.428}"
202,Keep My Spirit Alive,Kanye West,59,{'fall'},7EagormFign5ag6f16ua3I,"{'danceability': 0.513, 'energy': 0.644, 'speechiness': 0.344, 'instrumentalness': 0.00033, 'tempo': 166.35, 'valence': 0.087}"
203,Jail Pt 2,Kanye West,63,{'fall'},2H8jWuNmluerTEsuh8Gu6y,"{'danceability': 0.7, 'energy': 0.572, 'speechiness': 0.0515, 'instrumentalness': 0, 'tempo': 109.985, 'valence': 0.686}"
204,"I Am Not A Woman, I'm A God",Halsey,64,{'fall'},3XKjZcgNYtvCmBpE1nX7Wn,"{'danceability': 0.517, 'energy': 0.7, 'speechiness': 0.0452, 'instrumentalness': 0.0385, 'tempo': 179.986, 'valence': 0.518}"
205,New Again,Kanye West,68,{'fall'},75QktuEju5vz9lyXiLaUao,"{'danceability': 0.67, 'energy': 0.675, 'speechiness': 0.179, 'instrumentalness': 0, 'tempo': 90.948, 'valence': 0.263}"
206,Lord I Need You,Kanye West,70,{'fall'},5Iq6pIudd4KfuxZqf8872b,"{'danceability': 0.711, 'energy': 0.428, 'speechiness': 0.307, 'instrumentalness': 0, 'tempo': 83.036, 'valence': 0.197}"
207,Come To Life,Kanye West,77,{'fall'},5xvXeuxISyXJDRbZZf4uzd,"{'danceability': 0.44, 'energy': 0.465, 'speechiness': 0.0318, 'instrumentalness': 1.26e-06, 'tempo': 126.937, 'valence': 0.241}"
208,Tell The Vision,Kanye West,90,{'fall'},2UwALqx6yOsXTFt7zRxnts,"{'danceability': 0.662, 'energy': 0.686, 'speechiness': 0.332, 'instrumentalness': 5.59e-06, 'tempo': 143.971, 'valence': 0.678}"
209,Brutal,Olivia Rodrigo,12,{'summer'},6SRsiMl7w1USE4mFqrOhHC,"{'danceability': 0.672, 'energy': 0.526, 'speechiness': 0.0599, 'instrumentalness': 1.37e-06, 'tempo': 123.999, 'valence': 0.28}"
210,AM,Nio Garcia X J Balvin X Bad Bunny,41,{'summer'},2dNhNlpZAtV4lwAFW45LIv,"{'danceability': 0.83, 'energy': 0.517, 'speechiness': 0.333, 'instrumentalness': 8.95e-05, 'tempo': 171.959, 'valence': 0.616}"
211,Repeat It,Lil Tecca & Gunna,80,{'summer'},0uwvfBkFoV1JQcTVbAphRk,"{'danceability': 0.407, 'energy': 0.884, 'speechiness': 0.0404, 'instrumentalness': 0.91, 'tempo': 108.798, 'valence': 0.369}"
212,Matt Hardy 999,Trippie Redd Featuring Juice WRLD,49,{'fall'},1HsOTiVqdN7PB1zOS2bcsO,"{'danceability': 0.672, 'energy': 0.654, 'speechiness': 0.0966, 'instrumentalness': 0, 'tempo': 78.512, 'valence': 0.404}"
213,Blinding Lights,The Weeknd,1,{'spring'},0VjIjW4GlUZAMYd2vXMi3b,"{'danceability': 0.514, 'energy': 0.73, 'speechiness': 0.0598, 'instrumentalness': 9.54e-05, 'tempo': 171.005, 'valence': 0.334}"
214,Glad You Exist,Dan + Shay,21,{'summer'},472vIK1ldetTxRxG3ovaiY,"{'danceability': 0.748, 'energy': 0.551, 'speechiness': 0.0349, 'instrumentalness': 0, 'tempo': 103.953, 'valence': 0.66}"
215,Without You,The Kid LAROI,9,{'spring'},27OeeYzk6klgBh83TSvGMA,"{'danceability': 0.662, 'energy': 0.413, 'speechiness': 0.0299, 'instrumentalness': 0, 'tempo': 93.005, 'valence': 0.467}"
216,Astronaut In The Ocean,Masked Wolf,6,{'spring'},3Ofmpyhv5UAQ70mENzB277,"{'danceability': 0.778, 'energy': 0.695, 'speechiness': 0.0913, 'instrumentalness': 0, 'tempo': 149.996, 'valence': 0.472}"
217,Rapstar,Polo G,1,{'spring'},18vXApRmJSgQ6wG2ll9AOg,"{'danceability': 0.789, 'energy': 0.536, 'speechiness': 0.242, 'instrumentalness': 0, 'tempo': 81.039, 'valence': 0.437}"
218,Famous Friends,Chris Young + Kane Brown,21,{'summer'},2VS1VIq1t7zTVKKc0YV0fo,"{'danceability': 0.717, 'energy': 0.513, 'speechiness': 0.0311, 'instrumentalness': 1.66e-06, 'tempo': 102.04, 'valence': 0.685}"
219,Lil Bit,Nelly & Florida Georgia Line,23,{'summer'},5QQZGUyxNXa8EQeACBXRVy,"{'danceability': 0.668, 'energy': 0.655, 'speechiness': 0.0361, 'instrumentalness': 0, 'tempo': 120.035, 'valence': 0.801}"
220,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,{'summer'},5zFglKYiknIxks8geR8rcL,"{'danceability': 0.713, 'energy': 0.676, 'speechiness': 0.027, 'instrumentalness': 0, 'tempo': 99.048, 'valence': 0.721}"
221,Rich MF,Trippie Redd Featuring Lil Durk & Polo G,56,{'fall'},6cUHiQEECDl5m3WFGQ1GCR,"{'danceability': 0.756, 'energy': 0.698, 'speechiness': 0.178, 'instrumentalness': 0, 'tempo': 77.497, 'valence': 0.66}"
222,Already Won,Rod Wave Featuring Lil Durk,60,{'fall'},2wOnrN7fkzV4NsLqym2C6O,"{'danceability': 0.321, 'energy': 0.525, 'speechiness': 0.131, 'instrumentalness': 0, 'tempo': 75.774, 'valence': 0.152}"
223,Betrayal,Trippie Redd Featuring Drake,67,{'fall'},4mOkfIYbMX9PXx27hj8NTi,"{'danceability': 0.74, 'energy': 0.564, 'speechiness': 0.0688, 'instrumentalness': 0, 'tempo': 158.114, 'valence': 0.129}"
224,Don't Go,"Skrillex, Justin Bieber & Don Toliver",69,{'fall'},55sgQENF3LY1sUcJUwasLl,"{'danceability': 0.689, 'energy': 0.695, 'speechiness': 0.0429, 'instrumentalness': 0, 'tempo': 75.05, 'valence': 0.359}"
225,Tombstone,Rod Wave,11,{'spring'},3zc8VZEpM1onYV4FWGdFvm,"{'danceability': 0.55, 'energy': 0.637, 'speechiness': 0.163, 'instrumentalness': 0, 'tempo': 84.448, 'valence': 0.535}"
226,Visiting Hours,Ed Sheeran,75,{'fall'},2gdMd3ZndJCh7YnBOxsYMT,"{'danceability': 0.471, 'energy': 0.396, 'speechiness': 0.0336, 'instrumentalness': 0, 'tempo': 149.609, 'valence': 0.263}"
